condition,ds_name,loss,strong_model,weak_model,gt_fraction_requested,gt_fraction_actual,gt_seed,seed,lr,accuracy,run_dir
gt_only,boolq,logconf,gpt2-xl,gpt2,0.25,1.0,0,0,1e-05,0.6194554909758336,results/data/gt_only/025/seed0/bs=32-dn=boolq-e=2-ee=1000000-gf=0.25-go=1-gs=0-lp=0-l=logconf-l=1e-05-ls=cosi_anne-mc=1024-ms=gpt2-xl-nd=20000-ntd=10000-o=adam-s=0-twd=0-wms=gpt2
gt_only,boolq,logconf,gpt2-xl,gpt2,0.25,1.0,2,2,1e-05,0.6258794738452126,results/data/gt_only/025/seed2/bs=32-dn=boolq-e=2-ee=1000000-gf=0.25-go=1-gs=2-lp=0-l=logconf-l=1e-05-ls=cosi_anne-mc=1024-ms=gpt2-xl-nd=20000-ntd=10000-o=adam-s=2-twd=0-wms=gpt2
gt_only,boolq,xent,gpt2,gpt2,0.25,1.0,1,1,5e-05,0.6228204343836036,results/data/gt_only/025/seed1/bs=32-dn=boolq-e=2-ee=1000000-gf=0.25-go=1-gs=1-lp=0-l=xent-l=5e-05-ls=cosi_anne-mc=1024-ms=gpt2-nd=20000-ntd=10000-o=adam-s=1-twd=0-wms=gpt2
gt_only,boolq,xent,gpt2,gpt2,0.25,1.0,0,0,5e-05,0.6185377791373509,results/data/gt_only/025/seed0/bs=32-dn=boolq-e=2-ee=1000000-gf=0.25-go=1-gs=0-lp=0-l=xent-l=5e-05-ls=cosi_anne-mc=1024-ms=gpt2-nd=20000-ntd=10000-o=adam-s=0-twd=0-wms=gpt2
gt_only,boolq,xent,gpt2,gpt2,0.25,1.0,2,2,5e-05,0.6255735698990517,results/data/gt_only/025/seed2/bs=32-dn=boolq-e=2-ee=1000000-gf=0.25-go=1-gs=2-lp=0-l=xent-l=5e-05-ls=cosi_anne-mc=1024-ms=gpt2-nd=20000-ntd=10000-o=adam-s=2-twd=0-wms=gpt2
gt_only,boolq,xent,gpt2-large,gpt2,0.25,1.0,1,1,1e-05,0.6215968185989599,results/data/gt_only/025/seed1/bs=32-dn=boolq-e=2-ee=1000000-gf=0.25-go=1-gs=1-lp=0-l=xent-l=1e-05-ls=cosi_anne-mc=1024-ms=gpt2-large-nd=20000-ntd=10000-o=adam-s=1-twd=0-wms=gpt2
gt_only,boolq,xent,gpt2-large,gpt2,0.25,1.0,0,0,1e-05,0.6215968185989599,results/data/gt_only/025/seed0/bs=32-dn=boolq-e=2-ee=1000000-gf=0.25-go=1-gs=0-lp=0-l=xent-l=1e-05-ls=cosi_anne-mc=1024-ms=gpt2-large-nd=20000-ntd=10000-o=adam-s=0-twd=0-wms=gpt2
gt_only,boolq,xent,gpt2-large,gpt2,0.25,1.0,2,2,1e-05,0.6215968185989599,results/data/gt_only/025/seed2/bs=32-dn=boolq-e=2-ee=1000000-gf=0.25-go=1-gs=2-lp=0-l=xent-l=1e-05-ls=cosi_anne-mc=1024-ms=gpt2-large-nd=20000-ntd=10000-o=adam-s=2-twd=0-wms=gpt2
gt_only,boolq,xent,gpt2-medium,gpt2,0.25,1.0,1,1,5e-05,0.6225145304374426,results/data/gt_only/025/seed1/bs=32-dn=boolq-e=2-ee=1000000-gf=0.25-go=1-gs=1-lp=0-l=xent-l=5e-05-ls=cosi_anne-mc=1024-ms=gpt2-medium-nd=20000-ntd=10000-o=adam-s=1-twd=0-wms=gpt2
gt_only,boolq,xent,gpt2-medium,gpt2,0.25,1.0,0,0,5e-05,0.6347506882838788,results/data/gt_only/025/seed0/bs=32-dn=boolq-e=2-ee=1000000-gf=0.25-go=1-gs=0-lp=0-l=xent-l=5e-05-ls=cosi_anne-mc=1024-ms=gpt2-medium-nd=20000-ntd=10000-o=adam-s=0-twd=0-wms=gpt2
gt_only,boolq,xent,gpt2-medium,gpt2,0.25,1.0,2,2,5e-05,0.6249617620067299,results/data/gt_only/025/seed2/bs=32-dn=boolq-e=2-ee=1000000-gf=0.25-go=1-gs=2-lp=0-l=xent-l=5e-05-ls=cosi_anne-mc=1024-ms=gpt2-medium-nd=20000-ntd=10000-o=adam-s=2-twd=0-wms=gpt2
gt_only,boolq,xent,gpt2-xl,gpt2,0.25,1.0,1,1,1e-05,0.6215968185989599,results/data/gt_only/025/seed1/bs=32-dn=boolq-e=2-ee=1000000-gf=0.25-go=1-gs=1-lp=0-l=xent-l=1e-05-ls=cosi_anne-mc=1024-ms=gpt2-xl-nd=20000-ntd=10000-o=adam-s=1-twd=0-wms=gpt2
gt_only,boolq,xent,gpt2-xl,gpt2,0.25,1.0,0,0,1e-05,0.6215968185989599,results/data/gt_only/025/seed0/bs=32-dn=boolq-e=2-ee=1000000-gf=0.25-go=1-gs=0-lp=0-l=xent-l=1e-05-ls=cosi_anne-mc=1024-ms=gpt2-xl-nd=20000-ntd=10000-o=adam-s=0-twd=0-wms=gpt2
gt_only,boolq,xent,gpt2-xl,gpt2,0.25,1.0,2,2,1e-05,0.6215968185989599,results/data/gt_only/025/seed2/bs=32-dn=boolq-e=2-ee=1000000-gf=0.25-go=1-gs=2-lp=0-l=xent-l=1e-05-ls=cosi_anne-mc=1024-ms=gpt2-xl-nd=20000-ntd=10000-o=adam-s=2-twd=0-wms=gpt2
gt_only,boolq,logconf,gpt2,gpt2,0.5,1.0,1,1,5e-05,0.6151728357295809,results/data/gt_only/050/seed1/bs=32-dn=boolq-e=2-ee=1000000-gf=0.5-go=1-gs=1-lp=0-l=logconf-l=5e-05-ls=cosi_anne-mc=1024-ms=gpt2-nd=20000-ntd=10000-o=adam-s=1-twd=0-wms=gpt2
gt_only,boolq,logconf,gpt2,gpt2,0.5,1.0,0,0,5e-05,0.5809115937595595,results/data/gt_only/050/seed0/bs=32-dn=boolq-e=2-ee=1000000-gf=0.5-go=1-gs=0-lp=0-l=logconf-l=5e-05-ls=cosi_anne-mc=1024-ms=gpt2-nd=20000-ntd=10000-o=adam-s=0-twd=0-wms=gpt2
gt_only,boolq,logconf,gpt2,gpt2,0.5,1.0,2,2,5e-05,0.6035484857754665,results/data/gt_only/050/seed2/bs=32-dn=boolq-e=2-ee=1000000-gf=0.5-go=1-gs=2-lp=0-l=logconf-l=5e-05-ls=cosi_anne-mc=1024-ms=gpt2-nd=20000-ntd=10000-o=adam-s=2-twd=0-wms=gpt2
gt_only,boolq,logconf,gpt2-large,gpt2,0.5,1.0,1,1,1e-05,0.5754053227286632,results/data/gt_only/050/seed1/bs=32-dn=boolq-e=2-ee=1000000-gf=0.5-go=1-gs=1-lp=0-l=logconf-l=1e-05-ls=cosi_anne-mc=1024-ms=gpt2-large-nd=20000-ntd=10000-o=adam-s=1-twd=0-wms=gpt2
gt_only,boolq,logconf,gpt2-large,gpt2,0.5,1.0,0,0,1e-05,0.5998776384215356,results/data/gt_only/050/seed0/bs=32-dn=boolq-e=2-ee=1000000-gf=0.5-go=1-gs=0-lp=0-l=logconf-l=1e-05-ls=cosi_anne-mc=1024-ms=gpt2-large-nd=20000-ntd=10000-o=adam-s=0-twd=0-wms=gpt2
gt_only,boolq,logconf,gpt2-large,gpt2,0.5,1.0,2,2,1e-05,0.5848883450596513,results/data/gt_only/050/seed2/bs=32-dn=boolq-e=2-ee=1000000-gf=0.5-go=1-gs=2-lp=0-l=logconf-l=1e-05-ls=cosi_anne-mc=1024-ms=gpt2-large-nd=20000-ntd=10000-o=adam-s=2-twd=0-wms=gpt2
gt_only,boolq,logconf,gpt2-medium,gpt2,0.5,1.0,1,1,5e-05,0.6460691342918323,results/data/gt_only/050/seed1/bs=32-dn=boolq-e=2-ee=1000000-gf=0.5-go=1-gs=1-lp=0-l=logconf-l=5e-05-ls=cosi_anne-mc=1024-ms=gpt2-medium-nd=20000-ntd=10000-o=adam-s=1-twd=0-wms=gpt2
gt_only,boolq,logconf,gpt2-medium,gpt2,0.5,1.0,0,0,5e-05,0.6264912817375344,results/data/gt_only/050/seed0/bs=32-dn=boolq-e=2-ee=1000000-gf=0.5-go=1-gs=0-lp=0-l=logconf-l=5e-05-ls=cosi_anne-mc=1024-ms=gpt2-medium-nd=20000-ntd=10000-o=adam-s=0-twd=0-wms=gpt2
gt_only,boolq,logconf,gpt2-medium,gpt2,0.5,1.0,2,2,5e-05,0.6237381462220862,results/data/gt_only/050/seed2/bs=32-dn=boolq-e=2-ee=1000000-gf=0.5-go=1-gs=2-lp=0-l=logconf-l=5e-05-ls=cosi_anne-mc=1024-ms=gpt2-medium-nd=20000-ntd=10000-o=adam-s=2-twd=0-wms=gpt2
gt_only,boolq,logconf,gpt2-xl,gpt2,0.5,1.0,1,1,1e-05,0.5851942490058122,results/data/gt_only/050/seed1/bs=32-dn=boolq-e=2-ee=1000000-gf=0.5-go=1-gs=1-lp=0-l=logconf-l=1e-05-ls=cosi_anne-mc=1024-ms=gpt2-xl-nd=20000-ntd=10000-o=adam-s=1-twd=0-wms=gpt2
gt_only,boolq,logconf,gpt2-xl,gpt2,0.5,1.0,0,0,1e-05,0.5855001529519731,results/data/gt_only/050/seed0/bs=32-dn=boolq-e=2-ee=1000000-gf=0.5-go=1-gs=0-lp=0-l=logconf-l=1e-05-ls=cosi_anne-mc=1024-ms=gpt2-xl-nd=20000-ntd=10000-o=adam-s=0-twd=0-wms=gpt2
gt_only,boolq,logconf,gpt2-xl,gpt2,0.5,1.0,2,2,1e-05,0.5659223003976751,results/data/gt_only/050/seed2/bs=32-dn=boolq-e=2-ee=1000000-gf=0.5-go=1-gs=2-lp=0-l=logconf-l=1e-05-ls=cosi_anne-mc=1024-ms=gpt2-xl-nd=20000-ntd=10000-o=adam-s=2-twd=0-wms=gpt2
gt_only,boolq,xent,gpt2,gpt2,0.5,1.0,1,1,5e-05,0.6341388803915571,results/data/gt_only/050/seed1/bs=32-dn=boolq-e=2-ee=1000000-gf=0.5-go=1-gs=1-lp=0-l=xent-l=5e-05-ls=cosi_anne-mc=1024-ms=gpt2-nd=20000-ntd=10000-o=adam-s=1-twd=0-wms=gpt2
gt_only,boolq,xent,gpt2,gpt2,0.5,1.0,0,0,5e-05,0.6200672988681554,results/data/gt_only/050/seed0/bs=32-dn=boolq-e=2-ee=1000000-gf=0.5-go=1-gs=0-lp=0-l=xent-l=5e-05-ls=cosi_anne-mc=1024-ms=gpt2-nd=20000-ntd=10000-o=adam-s=0-twd=0-wms=gpt2
gt_only,boolq,xent,gpt2,gpt2,0.5,1.0,2,2,5e-05,0.6267971856836954,results/data/gt_only/050/seed2/bs=32-dn=boolq-e=2-ee=1000000-gf=0.5-go=1-gs=2-lp=0-l=xent-l=5e-05-ls=cosi_anne-mc=1024-ms=gpt2-nd=20000-ntd=10000-o=adam-s=2-twd=0-wms=gpt2
gt_only,boolq,xent,gpt2-large,gpt2,0.5,1.0,1,1,1e-05,0.6215968185989599,results/data/gt_only/050/seed1/bs=32-dn=boolq-e=2-ee=1000000-gf=0.5-go=1-gs=1-lp=0-l=xent-l=1e-05-ls=cosi_anne-mc=1024-ms=gpt2-large-nd=20000-ntd=10000-o=adam-s=1-twd=0-wms=gpt2
gt_only,boolq,xent,gpt2-large,gpt2,0.5,1.0,0,0,1e-05,0.6215968185989599,results/data/gt_only/050/seed0/bs=32-dn=boolq-e=2-ee=1000000-gf=0.5-go=1-gs=0-lp=0-l=xent-l=1e-05-ls=cosi_anne-mc=1024-ms=gpt2-large-nd=20000-ntd=10000-o=adam-s=0-twd=0-wms=gpt2
gt_only,boolq,xent,gpt2-large,gpt2,0.5,1.0,2,2,1e-05,0.6215968185989599,results/data/gt_only/050/seed2/bs=32-dn=boolq-e=2-ee=1000000-gf=0.5-go=1-gs=2-lp=0-l=xent-l=1e-05-ls=cosi_anne-mc=1024-ms=gpt2-large-nd=20000-ntd=10000-o=adam-s=2-twd=0-wms=gpt2
gt_only,boolq,xent,gpt2-medium,gpt2,0.5,1.0,1,1,5e-05,0.7038849801162435,results/data/gt_only/050/seed1/bs=32-dn=boolq-e=2-ee=1000000-gf=0.5-go=1-gs=1-lp=0-l=xent-l=5e-05-ls=cosi_anne-mc=1024-ms=gpt2-medium-nd=20000-ntd=10000-o=adam-s=1-twd=0-wms=gpt2
gt_only,boolq,xent,gpt2-medium,gpt2,0.5,1.0,0,0,5e-05,0.6451514224533497,results/data/gt_only/050/seed0/bs=32-dn=boolq-e=2-ee=1000000-gf=0.5-go=1-gs=0-lp=0-l=xent-l=5e-05-ls=cosi_anne-mc=1024-ms=gpt2-medium-nd=20000-ntd=10000-o=adam-s=0-twd=0-wms=gpt2
gt_only,boolq,xent,gpt2-medium,gpt2,0.5,1.0,2,2,5e-05,0.6466809421841542,results/data/gt_only/050/seed2/bs=32-dn=boolq-e=2-ee=1000000-gf=0.5-go=1-gs=2-lp=0-l=xent-l=5e-05-ls=cosi_anne-mc=1024-ms=gpt2-medium-nd=20000-ntd=10000-o=adam-s=2-twd=0-wms=gpt2
gt_only,boolq,xent,gpt2-xl,gpt2,0.5,1.0,1,1,1e-05,0.6215968185989599,results/data/gt_only/050/seed1/bs=32-dn=boolq-e=2-ee=1000000-gf=0.5-go=1-gs=1-lp=0-l=xent-l=1e-05-ls=cosi_anne-mc=1024-ms=gpt2-xl-nd=20000-ntd=10000-o=adam-s=1-twd=0-wms=gpt2
gt_only,boolq,xent,gpt2-xl,gpt2,0.5,1.0,0,0,1e-05,0.702355460385439,results/data/gt_only/050/seed0/bs=32-dn=boolq-e=2-ee=1000000-gf=0.5-go=1-gs=0-lp=0-l=xent-l=1e-05-ls=cosi_anne-mc=1024-ms=gpt2-xl-nd=20000-ntd=10000-o=adam-s=0-twd=0-wms=gpt2
gt_only,boolq,xent,gpt2-xl,gpt2,0.5,1.0,2,2,1e-05,0.6252676659528907,results/data/gt_only/050/seed2/bs=32-dn=boolq-e=2-ee=1000000-gf=0.5-go=1-gs=2-lp=0-l=xent-l=1e-05-ls=cosi_anne-mc=1024-ms=gpt2-xl-nd=20000-ntd=10000-o=adam-s=2-twd=0-wms=gpt2
gt_only,boolq,logconf,gpt2,gpt2,0.75,1.0,1,1,5e-05,0.6032425818293056,results/data/gt_only/075/seed1/bs=32-dn=boolq-e=2-ee=1000000-gf=0.75-go=1-gs=1-lp=0-l=logconf-l=5e-05-ls=cosi_anne-mc=1024-ms=gpt2-nd=20000-ntd=10000-o=adam-s=1-twd=0-wms=gpt2
gt_only,boolq,logconf,gpt2,gpt2,0.75,1.0,0,0,5e-05,0.6081370449678801,results/data/gt_only/075/seed0/bs=32-dn=boolq-e=2-ee=1000000-gf=0.75-go=1-gs=0-lp=0-l=logconf-l=5e-05-ls=cosi_anne-mc=1024-ms=gpt2-nd=20000-ntd=10000-o=adam-s=0-twd=0-wms=gpt2
gt_only,boolq,logconf,gpt2,gpt2,0.75,1.0,2,2,5e-05,0.6038543897216274,results/data/gt_only/075/seed2/bs=32-dn=boolq-e=2-ee=1000000-gf=0.75-go=1-gs=2-lp=0-l=logconf-l=5e-05-ls=cosi_anne-mc=1024-ms=gpt2-nd=20000-ntd=10000-o=adam-s=2-twd=0-wms=gpt2
gt_only,boolq,logconf,gpt2-large,gpt2,0.75,1.0,1,1,1e-05,0.5494034873049862,results/data/gt_only/075/seed1/bs=32-dn=boolq-e=2-ee=1000000-gf=0.75-go=1-gs=1-lp=0-l=logconf-l=1e-05-ls=cosi_anne-mc=1024-ms=gpt2-large-nd=20000-ntd=10000-o=adam-s=1-twd=0-wms=gpt2
gt_only,boolq,logconf,gpt2-large,gpt2,0.75,1.0,0,0,1e-05,0.592230039767513,results/data/gt_only/075/seed0/bs=32-dn=boolq-e=2-ee=1000000-gf=0.75-go=1-gs=0-lp=0-l=logconf-l=1e-05-ls=cosi_anne-mc=1024-ms=gpt2-large-nd=20000-ntd=10000-o=adam-s=0-twd=0-wms=gpt2
gt_only,boolq,logconf,gpt2-large,gpt2,0.75,1.0,2,2,1e-05,0.5955949831752829,results/data/gt_only/075/seed2/bs=32-dn=boolq-e=2-ee=1000000-gf=0.75-go=1-gs=2-lp=0-l=logconf-l=1e-05-ls=cosi_anne-mc=1024-ms=gpt2-large-nd=20000-ntd=10000-o=adam-s=2-twd=0-wms=gpt2
gt_only,boolq,logconf,gpt2-medium,gpt2,0.75,1.0,1,1,5e-05,0.6723768736616702,results/data/gt_only/075/seed1/bs=32-dn=boolq-e=2-ee=1000000-gf=0.75-go=1-gs=1-lp=0-l=logconf-l=5e-05-ls=cosi_anne-mc=1024-ms=gpt2-medium-nd=20000-ntd=10000-o=adam-s=1-twd=0-wms=gpt2
gt_only,boolq,logconf,gpt2-medium,gpt2,0.75,1.0,0,0,5e-05,0.5668400122361579,results/data/gt_only/075/seed0/bs=32-dn=boolq-e=2-ee=1000000-gf=0.75-go=1-gs=0-lp=0-l=logconf-l=5e-05-ls=cosi_anne-mc=1024-ms=gpt2-medium-nd=20000-ntd=10000-o=adam-s=0-twd=0-wms=gpt2
gt_only,boolq,logconf,gpt2-medium,gpt2,0.75,1.0,2,2,5e-05,0.5518507188742735,results/data/gt_only/075/seed2/bs=32-dn=boolq-e=2-ee=1000000-gf=0.75-go=1-gs=2-lp=0-l=logconf-l=5e-05-ls=cosi_anne-mc=1024-ms=gpt2-medium-nd=20000-ntd=10000-o=adam-s=2-twd=0-wms=gpt2
gt_only,boolq,logconf,gpt2-xl,gpt2,0.75,1.0,1,1,1e-05,0.54053227286632,results/data/gt_only/075/seed1/bs=32-dn=boolq-e=2-ee=1000000-gf=0.75-go=1-gs=1-lp=0-l=logconf-l=1e-05-ls=cosi_anne-mc=1024-ms=gpt2-xl-nd=20000-ntd=10000-o=adam-s=1-twd=0-wms=gpt2
gt_only,boolq,logconf,gpt2-xl,gpt2,0.75,1.0,0,0,1e-05,0.588865096359743,results/data/gt_only/075/seed0/bs=32-dn=boolq-e=2-ee=1000000-gf=0.75-go=1-gs=0-lp=0-l=logconf-l=1e-05-ls=cosi_anne-mc=1024-ms=gpt2-xl-nd=20000-ntd=10000-o=adam-s=0-twd=0-wms=gpt2
gt_only,boolq,logconf,gpt2-xl,gpt2,0.75,1.0,2,2,1e-05,0.6056898133985928,results/data/gt_only/075/seed2/bs=32-dn=boolq-e=2-ee=1000000-gf=0.75-go=1-gs=2-lp=0-l=logconf-l=1e-05-ls=cosi_anne-mc=1024-ms=gpt2-xl-nd=20000-ntd=10000-o=adam-s=2-twd=0-wms=gpt2
gt_only,boolq,xent,gpt2,gpt2,0.75,1.0,1,1,5e-05,0.6662587947384522,results/data/gt_only/075/seed1/bs=32-dn=boolq-e=2-ee=1000000-gf=0.75-go=1-gs=1-lp=0-l=xent-l=5e-05-ls=cosi_anne-mc=1024-ms=gpt2-nd=20000-ntd=10000-o=adam-s=1-twd=0-wms=gpt2
gt_only,boolq,xent,gpt2,gpt2,0.75,1.0,0,0,5e-05,0.6365861119608442,results/data/gt_only/075/seed0/bs=32-dn=boolq-e=2-ee=1000000-gf=0.75-go=1-gs=0-lp=0-l=xent-l=5e-05-ls=cosi_anne-mc=1024-ms=gpt2-nd=20000-ntd=10000-o=adam-s=0-twd=0-wms=gpt2
gt_only,boolq,xent,gpt2,gpt2,0.75,1.0,2,2,5e-05,0.6430100948302233,results/data/gt_only/075/seed2/bs=32-dn=boolq-e=2-ee=1000000-gf=0.75-go=1-gs=2-lp=0-l=xent-l=5e-05-ls=cosi_anne-mc=1024-ms=gpt2-nd=20000-ntd=10000-o=adam-s=2-twd=0-wms=gpt2
gt_only,boolq,xent,gpt2-large,gpt2,0.75,1.0,1,1,1e-05,0.6482104619149587,results/data/gt_only/075/seed1/bs=32-dn=boolq-e=2-ee=1000000-gf=0.75-go=1-gs=1-lp=0-l=xent-l=1e-05-ls=cosi_anne-mc=1024-ms=gpt2-large-nd=20000-ntd=10000-o=adam-s=1-twd=0-wms=gpt2
gt_only,boolq,xent,gpt2-large,gpt2,0.75,1.0,0,0,1e-05,0.6512695013765678,results/data/gt_only/075/seed0/bs=32-dn=boolq-e=2-ee=1000000-gf=0.75-go=1-gs=0-lp=0-l=xent-l=1e-05-ls=cosi_anne-mc=1024-ms=gpt2-large-nd=20000-ntd=10000-o=adam-s=0-twd=0-wms=gpt2
gt_only,boolq,xent,gpt2-large,gpt2,0.75,1.0,2,2,1e-05,0.627714897522178,results/data/gt_only/075/seed2/bs=32-dn=boolq-e=2-ee=1000000-gf=0.75-go=1-gs=2-lp=0-l=xent-l=1e-05-ls=cosi_anne-mc=1024-ms=gpt2-large-nd=20000-ntd=10000-o=adam-s=2-twd=0-wms=gpt2
gt_only,boolq,xent,gpt2-medium,gpt2,0.75,1.0,1,1,5e-05,0.6806362802080147,results/data/gt_only/075/seed1/bs=32-dn=boolq-e=2-ee=1000000-gf=0.75-go=1-gs=1-lp=0-l=xent-l=5e-05-ls=cosi_anne-mc=1024-ms=gpt2-medium-nd=20000-ntd=10000-o=adam-s=1-twd=0-wms=gpt2
gt_only,boolq,xent,gpt2-medium,gpt2,0.75,1.0,0,0,5e-05,0.6613643315998776,results/data/gt_only/075/seed0/bs=32-dn=boolq-e=2-ee=1000000-gf=0.75-go=1-gs=0-lp=0-l=xent-l=5e-05-ls=cosi_anne-mc=1024-ms=gpt2-medium-nd=20000-ntd=10000-o=adam-s=0-twd=0-wms=gpt2
gt_only,boolq,xent,gpt2-medium,gpt2,0.75,1.0,2,2,5e-05,0.7142857142857143,results/data/gt_only/075/seed2/bs=32-dn=boolq-e=2-ee=1000000-gf=0.75-go=1-gs=2-lp=0-l=xent-l=5e-05-ls=cosi_anne-mc=1024-ms=gpt2-medium-nd=20000-ntd=10000-o=adam-s=2-twd=0-wms=gpt2
gt_only,boolq,xent,gpt2-xl,gpt2,0.75,1.0,1,1,1e-05,0.7274395839706332,results/data/gt_only/075/seed1/bs=32-dn=boolq-e=2-ee=1000000-gf=0.75-go=1-gs=1-lp=0-l=xent-l=1e-05-ls=cosi_anne-mc=1024-ms=gpt2-xl-nd=20000-ntd=10000-o=adam-s=1-twd=0-wms=gpt2
gt_only,boolq,xent,gpt2-xl,gpt2,0.75,1.0,0,0,1e-05,0.6769654328540838,results/data/gt_only/075/seed0/bs=32-dn=boolq-e=2-ee=1000000-gf=0.75-go=1-gs=0-lp=0-l=xent-l=1e-05-ls=cosi_anne-mc=1024-ms=gpt2-xl-nd=20000-ntd=10000-o=adam-s=0-twd=0-wms=gpt2
gt_only,boolq,xent,gpt2-xl,gpt2,0.75,1.0,2,2,1e-05,0.6384215356378097,results/data/gt_only/075/seed2/bs=32-dn=boolq-e=2-ee=1000000-gf=0.75-go=1-gs=2-lp=0-l=xent-l=1e-05-ls=cosi_anne-mc=1024-ms=gpt2-xl-nd=20000-ntd=10000-o=adam-s=2-twd=0-wms=gpt2
gt_only,boolq,logconf,gpt2,gpt2,1.0,1.0,1,1,5e-05,0.6185377791373509,results/data/gt_only/100/seed1/bs=32-dn=boolq-e=2-ee=1000000-gf=1.0-go=1-gs=1-lp=0-l=logconf-l=5e-05-ls=cosi_anne-mc=1024-ms=gpt2-nd=20000-ntd=10000-o=adam-s=1-twd=0-wms=gpt2
gt_only,boolq,logconf,gpt2,gpt2,1.0,1.0,0,0,5e-05,0.6145610278372591,results/data/gt_only/100/seed0/bs=32-dn=boolq-e=2-ee=1000000-gf=1.0-go=1-gs=0-lp=0-l=logconf-l=5e-05-ls=cosi_anne-mc=1024-ms=gpt2-nd=20000-ntd=10000-o=adam-s=0-twd=0-wms=gpt2
gt_only,boolq,logconf,gpt2,gpt2,1.0,1.0,2,2,5e-05,0.6084429489140409,results/data/gt_only/100/seed2/bs=32-dn=boolq-e=2-ee=1000000-gf=1.0-go=1-gs=2-lp=0-l=logconf-l=5e-05-ls=cosi_anne-mc=1024-ms=gpt2-nd=20000-ntd=10000-o=adam-s=2-twd=0-wms=gpt2
gt_only,boolq,logconf,gpt2-large,gpt2,1.0,1.0,1,1,1e-05,0.5998776384215356,results/data/gt_only/100/seed1/bs=32-dn=boolq-e=2-ee=1000000-gf=1.0-go=1-gs=1-lp=0-l=logconf-l=1e-05-ls=cosi_anne-mc=1024-ms=gpt2-large-nd=20000-ntd=10000-o=adam-s=1-twd=0-wms=gpt2
gt_only,boolq,logconf,gpt2-large,gpt2,1.0,1.0,0,0,1e-05,0.5802997858672377,results/data/gt_only/100/seed0/bs=32-dn=boolq-e=2-ee=1000000-gf=1.0-go=1-gs=0-lp=0-l=logconf-l=1e-05-ls=cosi_anne-mc=1024-ms=gpt2-large-nd=20000-ntd=10000-o=adam-s=0-twd=0-wms=gpt2
gt_only,boolq,logconf,gpt2-large,gpt2,1.0,1.0,2,2,1e-05,0.5900887121443866,results/data/gt_only/100/seed2/bs=32-dn=boolq-e=2-ee=1000000-gf=1.0-go=1-gs=2-lp=0-l=logconf-l=1e-05-ls=cosi_anne-mc=1024-ms=gpt2-large-nd=20000-ntd=10000-o=adam-s=2-twd=0-wms=gpt2
gt_only,boolq,logconf,gpt2-medium,gpt2,1.0,1.0,1,1,5e-05,0.6992964209238299,results/data/gt_only/100/seed1/bs=32-dn=boolq-e=2-ee=1000000-gf=1.0-go=1-gs=1-lp=0-l=logconf-l=5e-05-ls=cosi_anne-mc=1024-ms=gpt2-medium-nd=20000-ntd=10000-o=adam-s=1-twd=0-wms=gpt2
gt_only,boolq,logconf,gpt2-medium,gpt2,1.0,1.0,0,0,5e-05,0.6396451514224534,results/data/gt_only/100/seed0/bs=32-dn=boolq-e=2-ee=1000000-gf=1.0-go=1-gs=0-lp=0-l=logconf-l=5e-05-ls=cosi_anne-mc=1024-ms=gpt2-medium-nd=20000-ntd=10000-o=adam-s=0-twd=0-wms=gpt2
gt_only,boolq,logconf,gpt2-medium,gpt2,1.0,1.0,2,2,5e-05,0.6974609972468645,results/data/gt_only/100/seed2/bs=32-dn=boolq-e=2-ee=1000000-gf=1.0-go=1-gs=2-lp=0-l=logconf-l=5e-05-ls=cosi_anne-mc=1024-ms=gpt2-medium-nd=20000-ntd=10000-o=adam-s=2-twd=0-wms=gpt2
gt_only,boolq,logconf,gpt2-xl,gpt2,1.0,1.0,1,1,1e-05,0.6038543897216274,results/data/gt_only/100/seed1/bs=32-dn=boolq-e=2-ee=1000000-gf=1.0-go=1-gs=1-lp=0-l=logconf-l=1e-05-ls=cosi_anne-mc=1024-ms=gpt2-xl-nd=20000-ntd=10000-o=adam-s=1-twd=0-wms=gpt2
gt_only,boolq,logconf,gpt2-xl,gpt2,1.0,1.0,0,0,1e-05,0.6167023554603854,results/data/gt_only/100/seed0/bs=32-dn=boolq-e=2-ee=1000000-gf=1.0-go=1-gs=0-lp=0-l=logconf-l=1e-05-ls=cosi_anne-mc=1024-ms=gpt2-xl-nd=20000-ntd=10000-o=adam-s=0-twd=0-wms=gpt2
gt_only,boolq,logconf,gpt2-xl,gpt2,1.0,1.0,2,2,1e-05,0.6442337106148669,results/data/gt_only/100/seed2/bs=32-dn=boolq-e=2-ee=1000000-gf=1.0-go=1-gs=2-lp=0-l=logconf-l=1e-05-ls=cosi_anne-mc=1024-ms=gpt2-xl-nd=20000-ntd=10000-o=adam-s=2-twd=0-wms=gpt2
gt_only,boolq,xent,gpt2,gpt2,1.0,1.0,1,1,5e-05,0.6751300091771184,results/data/gt_only/100/seed1/bs=32-dn=boolq-e=2-ee=1000000-gf=1.0-go=1-gs=1-lp=0-l=xent-l=5e-05-ls=cosi_anne-mc=1024-ms=gpt2-nd=20000-ntd=10000-o=adam-s=1-twd=0-wms=gpt2
gt_only,boolq,xent,gpt2,gpt2,1.0,1.0,0,0,5e-05,0.6653410828999694,results/data/gt_only/100/seed0/bs=32-dn=boolq-e=2-ee=1000000-gf=1.0-go=1-gs=0-lp=0-l=xent-l=5e-05-ls=cosi_anne-mc=1024-ms=gpt2-nd=20000-ntd=10000-o=adam-s=0-twd=0-wms=gpt2
